  Year     Age       Female        Male        Total
  1922     75         8317         7383        15701
  1922     76         8811         7552        16363
  1922     77         8841         7575        16417
  1922     78         8396         7197        15594
  1922     79         8176         6772        14949
  1922     80         7667         6385        14053
  1922     81         6988         5511        12499
  1922     82         6777         4985        11762
  1922     83         5799         4365        10164
  1922     84         5180         3520         8700
  1922     85         4553         3040         7594
  1922     86         4041         2718         6760
  1922     87         3368         2033         5402
  1922     88         2458         1591         4050
  1922     89         2056         1103         3159
  1922     90         1520          858         2378
  1922     91         1186          562         1748
  1922     92          924          449         1373
  1922     93          620          294          914
  1922     94          398          203          601
  1922     95          268          131          399
  1922     96          194           74          268
  1922     97          104           38          142
  1922     98           75           26          101
  1922     99           47           13           60
  1922    100           22           13           35
  1922    101           16            6           22
  1922    102            7            4           11
  1922    103            4            1            5
  1922    104            1            0            1
  1922    105            0            0            0
  1922    106            0            0            0
  1922    107            0            0            0
  1922    108            0            0            0
  1922    109            0            0            0
  1922    110            0            0            0
  1922    111            0            0            0
  1922    112            0            0            0
  1922    113            0            0            0
  1922    114            0            0            0
  1922    115            0            0            0
  1922    116            0            0            0
  1922    117            0            0            0
  1922    118            0            0            0
  1922    119            0            0            0
  1923      0        33748        44167        77915
  1923      1         7272         8102        15375
  1923      2         2769         3035         5804
  1923      3         1598         1577         3175
  1923      4          723          768         1491
  1923      5          578          575         1153
  1923      6          478          449          927
  1923      7          365          425          790
  1923      8          528          549         1077
  1923      9          587          561         1148
  1923     10          609          600         1209
  1923     11          633          552         1185
  1923     12          659          542         1201
  1923     13          774          638         1412
  1923     14          994          780         1774
  1923     15         1226          978         2204
  1923     16         1324         1175         2499
  1923     17         1428         1307         2735
  1923     18         1623         1532         3155
  1923     19         1686         1748         3434
  1923     20         1891         2038         3929
  1923     21         1882         1903         3785
  1923     22         1833         1887         3720
  1923     23         1791         1888         3679
  1923     24         1829         1851         3680
  1923     25         1813         1812         3625
  1923     26         1882         1725         3607
  1923     27         1827         1658         3485
  1923     28         1746         1509         3255
  1923     29         1777         1510         3287
  1923     30         1730         1578         3308
  1923     31         1649         1518         3167
  1923     32         1597         1623         3220
  1923     33         1643         1660         3303
  1923     34         1776         1837         3613
  1923     35         1854         1774         3628
  1923     36         1749         1975         3724
  1923     37         1837         2085         3922
  1923     38         1882         2085         3967
  1923     39         1908         2269         4177
  1923     40         1951         2361         4312
  1923     41         1921         2312         4233
  1923     42         2003         2411         4414
  1923     43         2010         2601         4611
  1923     44         2109         2815         4924
  1923     45         2231         2915         5146
  1923     46         2319         3022         5341
  1923     47         2546         3220         5766
  1923     48         2536         3383         5919
  1923     49         2540         3537         6077
  1923     50         2789         3920         6709
  1923     51         2516         3364         5880
  1923     52         2629         3554         6183
  1923     53         2854         4037         6891
  1923     54         2957         4010         6967
  1923     55         3188         4215         7403
  1923     56         3429         4728         8157
  1923     57         3511         4737         8248
  1923     58         3706         4921         8627
  1923     59         4186         5380         9566
  1923     60         4338         5470         9808
  1923     61         4414         5476         9890
  1923     62         4560         5896        10456
  1923     63         5080         6275        11355
  1923     64         5290         6308        11598
  1923     65         5163         6038        11201
  1923     66         5521         6300        11821
  1923     67         5745         6560        12305
  1923     68         5746         6294        12040
  1923     69         6263         6771        13034
  1923     70         6751         6990        13741
  1923     71         7138         7304        14443
  1923     72         7687         7466        15154
  1923     73         7597         7221        14819
  1923     74         7874         7318        15193
  1923     75         7553         6578        14132
  1923     76         7413         6281        13695
  1923     77         7673         6805        14479
  1923     78         7715         6527        14243
  1923     79         7761         6213        13975
  1923     80         7230         5910        13140
  1923     81         6623         5305        11928
  1923     82         5988         4728        10716
  1923     83         5475         4108         9583
  1923     84         4777         3519         8296
  1923     85         3992         2740         6732
  1923     86         3625         2293         5918
  1923     87         3163         1971         5134
  1923     88         2453         1425         3878
  1923     89         1891         1094         2985
  1923     90         1462          775         2237
  1923     91         1043          557         1600
  1923     92          837          417         1254
  1923     93          602          279          881
  1923     94          395          166          561
  1923     95          249          115          364
  1923     96          179           57          236
  1923     97          108           38          146
  1923     98           70           18           88
  1923     99           47           11           58
  1923    100           25            6           31
  1923    101           12            6           18
  1923    102            7            0            7
  1923    103            2            2            4
  1923    104            1            0            1
  1923    105            0            0            0
  1923    106            0            0            0
  1923    107            0            0            0
  1923    108            0            0            0
  1923    109            0            0            0
  1923    110            0            0            0
  1923    111            0            0            0
  1923    112            0            0            0
  1923    113            0            0            0
  1923    114            0            0            0
  1923    115            0            0            0
  1923    116            0            0            0
  1923    117            0            0            0
  1923    118            0            0            0
  1923    119            0            0            0
  1924      0        29225        39063        68289
  1924      1         5979         6712        12691
  1924      2         2443         2743         5186
  1924      3         1631         1736         3367
  1924      4         1064         1066         2130
  1924      5          526          574         1100
  1924      6          431          481          912
  1924      7          346          354          700
  1924      8          332          325          657
  1924      9          520          499         1019
  1924     10          557          587         1144
  1924     11          596          547         1143
  1924     12          637          564         1201
  1924     13          771          583         1354
  1924     14         1020          715         1735
  1924     15         1136          954         2090
  1924     16         1421         1129         2550
  1924     17         1504         1362         2866
  1924     18         1666         1551         3217
  1924     19         1717         1746         3463
  1924     20         1778         2135         3913
  1924     21         1869         1991         3860
  1924     22         1977         2055         4032
  1924     23         1846         1983         3829
  1924     24         1888         2015         3903
  1924     25         1900         1893         3793
  1924     26         1856         1770         3626
  1924     27         1858         1851         3709
  1924     28         1776         1641         3417
  1924     29         1745         1550         3295
  1924     30         1777         1642         3419
  1924     31         1717         1655         3372
  1924     32         1685         1582         3267
  1924     33         1773         1643         3416
  1924     34         1732         1760         3492
  1924     35         1822         1912         3734
  1924     36         1747         2073         3820
  1924     37         1714         2095         3809
  1924     38         1868         2275         4143
  1924     39         1943         2272         4215
  1924     40         2062         2440         4502
  1924     41         2022         2447         4469
  1924     42         1998         2585         4583
  1924     43         2035         2682         4717
  1924     44         2200         2871         5071
  1924     45         2224         3154         5378
  1924     46         2402         3141         5543
  1924     47         2578         3394         5972
  1924     48         2580         3663         6243
  1924     49         2883         3771         6655
  1924     50         2801         3824         6625
  1924     51         2880         3863         6743
  1924     52         2610         3966         6576
  1924     53         2901         3845         6747
  1924     54         3261         4339         7601
  1924     55         3098         4459         7558
  1924     56         3327         4681         8009
  1924     57         3699         5243         8943
  1924     58         3828         5269         9098
  1924     59         4155         5467         9623
  1924     60         4520         5792        10312
  1924     61         4566         6077        10643
  1924     62         4822         6140        10962
  1924     63         5044         6356        11400
  1924     64         5484         6731        12215
  1924     65         5814         6773        12587
  1924     66         5750         6524        12274
  1924     67         5942         6770        12712
  1924     68         6191         6904        13095
  1924     69         6378         6900        13278
  1924     70         6817         7485        14303
  1924     71         7173         7466        14640
  1924     72         7921         7900        15822
  1924     73         8293         7980        16274
  1924     74         8495         7710        16206
  1924     75         8565         7671        16237
  1924     76         8042         6654        14697
  1924     77         7898         6510        14408
  1924     78         8134         6822        14957
  1924     79         7944         6561        14505
  1924     80         7530         6023        13553
  1924     81         6956         5558        12515
  1924     82         6449         5061        11511
  1924     83         5874         4354        10229
  1924     84         5110         3665         8776
  1924     85         4350         2967         7317
  1924     86         3430         2365         5795
  1924     87         3097         2003         5100
  1924     88         2754         1579         4333
  1924     89         2033         1150         3183
  1924     90         1534          821         2355
  1924     91         1128          574         1702
  1924     92          831          421         1252
  1924     93          637          319          956
  1924     94          459          194          653
  1924     95          258           99          357
  1924     96          178           71          249
  1924     97           98           42          140
  1924     98           75           19           94
  1924     99           44           16           60
  1924    100           20            9           29
  1924    101           15            4           19
  1924    102           10            2           12
  1924    103            1            1            2
  1924    104            0            0            0
  1924    105            0            0            0
  1924    106            0            0            0
  1924    107            0            0            0
  1924    108            0            0            0
  1924    109            0            0            0
  1924    110            0            0            0
  1924    111            0            0            0
  1924    112            0            0            0
  1924    113            0            0            0
  1924    114            0            0            0
  1924    115            0            0            0
  1924    116            0            0            0
  1924    117            0            0            0
  1924    118            0            0            0
  1924    119            0            0            0
  1925      0        31298        41630        72928
  1925      1         7070         7895        14966
  1925      2         2798         2993         5791
  1925      3         1718         1941         3659
  1925      4         1374         1425         2799
  1925      5          988          979         1967
  1925      6          535          562         1097
  1925      7          444          400          844
  1925      8          311          356          667
  1925      9          337          310          647
  1925     10          486          526         1012
  1925     11          583          594         1177
  1925     12          683          638         1321
  1925     13          823          667         1490
  1925     14          946          774         1720
  1925     15         1244         1006         2250
  1925     16         1389         1199         2588
  1925     17         1593         1410         3003
  1925     18         1761         1587         3348
  1925     19         1787         1800         3587
  1925     20         1944         1989         3933
  1925     21         1835         2063         3898
  1925     22         2020         2009         4029
  1925     23         2018         2068         4086
  1925     24         1922         1987         3909
  1925     25         1904         2056         3960
  1925     26         1779         1938         3717
  1925     27         1840         1899         3739
  1925     28         1823         1877         3700
  1925     29         1731         1808         3539
  1925     30         1684         1800         3484
  1925     31         1763         1722         3485
  1925     32         1724         1693         3417
  1925     33         1699         1709         3408
  1925     34         1796         1886         3682
  1925     35         1794         2029         3823
  1925     36         1849         1938         3787
  1925     37         1796         2158         3954
  1925     38         1815         2321         4136
  1925     39         1921         2365         4286
  1925     40         2055         2558         4613
  1925     41         2069         2641         4710
  1925     42         2043         2737         4780
  1925     43         2181         2823         5004
  1925     44         2106         2964         5070
  1925     45         2269         3093         5362
  1925     46         2237         3324         5561
  1925     47         2496         3583         6079
  1925     48         2580         3686         6266
  1925     49         2882         4106         6988
  1925     50         2875         4177         7052
  1925     51         2988         4234         7222
  1925     52         3210         4534         7744
  1925     53         2931         4111         7042
  1925     54         3010         4287         7297
  1925     55         3403         4725         8128
  1925     56         3351         4757         8108
  1925     57         3608         5140         8748
  1925     58         3928         5445         9373
  1925     59         4013         5778         9791
  1925     60         4340         5973        10313
  1925     61         4723         5997        10720
  1925     62         5001         6326        11327
  1925     63         5215         6596        11811
  1925     64         5447         6983        12430
  1925     65         5819         7150        12970
  1925     66         6053         7091        13145
  1925     67         6116         6990        13107
  1925     68         6487         7216        13704
  1925     69         6558         7419        13978
  1925     70         6796         7230        14027
  1925     71         7171         7609        14781
  1925     72         7847         7922        15770
  1925     73         7986         8048        16035
  1925     74         8699         8165        16865
  1925     75         8508         7673        16182
  1925     76         8694         7556        16251
  1925     77         8098         6729        14828
  1925     78         8066         6501        14567
  1925     79         8247         6583        14830
  1925     80         8057         6420        14478
  1925     81         7281         5798        13079
  1925     82         6826         5309        12135
  1925     83         6144         4640        10784
  1925     84         5567         3942         9509
  1925     85         4675         3255         7930
  1925     86         4020         2639         6659
  1925     87         3208         2087         5295
  1925     88         2762         1618         4380
  1925     89         2301         1327         3628
  1925     90         1785          963         2748
  1925     91         1323          658         1981
  1925     92          939          425         1364
  1925     93          691          319         1010
  1925     94          467          200          667
  1925     95          331          139          470
  1925     96          213           56          269
  1925     97          136           38          174
  1925     98           60           18           78
  1925     99           50           24           74
  1925    100           16           11           27
  1925    101           14            3           17
  1925    102            7            1            8
  1925    103            5            1            6
  1925    104            0            0            0
  1925    105            0            0            0
  1925    106            0            0            0
  1925    107            0            0            0
  1925    108            0            0            0
  1925    109            0            0            0
  1925    110            0            0            0
  1925    111            0            0            0
  1925    112            0            0            0
  1925    113            0            0            0
  1925    114            0            0            0
  1925    115            0            0            0
  1925    116            0            0            0
  1925    117            0            0            0
  1925    118            0            0            0
  1925    119            0            0            0
  1926      0        34089        44551        78640
  1926      1         7442         8042        15484
  1926      2         2734         2916         5650
  1926      3         1790         1832         3622
  1926      4         1344         1433         2777
  1926      5         1161         1183         2344
  1926      6          801          910         1711
  1926      7          475          455          930
  1926      8          390          433          823
  1926      9          347          345          692
  1926     10          302          281          583
  1926     11          513          547         1060
  1926     12          666          575         1241
  1926     13          788          694         1482
  1926     14         1045          767         1812
  1926     15         1286          949         2235
  1926     16         1425         1166         2591
  1926     17         1581         1483         3064
  1926     18         1708         1551         3259
  1926     19         1909         1842         3751
  1926     20         1936         2307         4243
  1926     21         1979         2050         4029
  1926     22         1921         1935         3856
  1926     23         2040         2069         4109
  1926     24         2019         2132         4151
  1926     25         2006         1992         3998
  1926     26         1903         2035         3938
  1926     27         1832         1919         3751
  1926     28         1722         1965         3687
  1926     29         1862         1875         3737
  1926     30         1791         1784         3575
  1926     31         1780         1743         3523
  1926     32         1750         1743         3493
  1926     33         1719         1796         3515
  1926     34         1786         1803         3589
  1926     35         1805         1885         3690
  1926     36         1754         1984         3738
  1926     37         1750         2137         3887
  1926     38         1939         2302         4241
  1926     39         1971         2456         4427
  1926     40         2065         2562         4627
  1926     41         2063         2623         4686
  1926     42         2132         2634         4766
  1926     43         2181         2686         4867
  1926     44         2271         2964         5235
  1926     45         2247         2963         5210
  1926     46         2398         3159         5557
  1926     47         2480         3322         5802
  1926     48         2653         3615         6268
  1926     49         2821         3768         6589
  1926     50         2882         4256         7138
  1926     51         2990         4100         7090
  1926     52         3123         4335         7458
  1926     53         3231         4602         7833
  1926     54         3114         4203         7317
  1926     55         3307         4396         7703
  1926     56         3603         4736         8339
  1926     57         3477         4947         8424
  1926     58         3679         5271         8950
  1926     59         4108         5626         9734
  1926     60         4386         5868        10254
  1926     61         4500         6024        10524
  1926     62         4797         6307        11104
  1926     63         5353         6553        11906
  1926     64         5444         6772        12216
  1926     65         5581         7006        12587
  1926     66         6224         7140        13364
  1926     67         6161         7266        13427
  1926     68         6346         7166        13512
  1926     69         6725         7426        14151
  1926     70         6989         7425        14414
  1926     71         6766         7190        13956
  1926     72         7392         7489        14881
  1926     73         7932         7892        15824
  1926     74         8460         8180        16640
  1926     75         8867         8058        16925
  1926     76         8550         7456        16006
  1926     77         8911         7376        16287
  1926     78         7887         6593        14480
  1926     79         7671         6218        13889
  1926     80         7825         6181        14006
  1926     81         7264         5736        13000
  1926     82         6932         5171        12103
  1926     83         6186         4670        10856
  1926     84         5642         3935         9577
  1926     85         4838         3273         8111
  1926     86         4196         2615         6811
  1926     87         3412         2053         5465
  1926     88         2622         1591         4213
  1926     89         2142         1188         3330
  1926     90         1679          978         2657
  1926     91         1296          661         1957
  1926     92          882          443         1325
  1926     93          625          305          930
  1926     94          453          182          635
  1926     95          291          122          413
  1926     96          191           92          283
  1926     97          114           47          161
  1926     98           58           40           98
  1926     99           45           26           71
  1926    100           21           13           34
  1926    101           20            2           22
  1926    102            8            1            9
  1926    103            3            3            6
  1926    104            1            1            2
  1926    105            0            0            0
  1926    106            0            0            0
  1926    107            0            0            0
  1926    108            0            0            0
  1926    109            0            0            0
  1926    110            0            0            0
  1926    111            0            0            0
  1926    112            0            0            0
  1926    113            0            0            0
  1926    114            0            0            0
  1926    115            0            0            0
  1926    116            0            0            0
  1926    117            0            0            0
  1926    118            0            0            0
  1926    119            0            0            0
  1927      0        28812        37506        66318
  1927      1         6279         6872        13151
  1927      2         2579         2783         5362
  1927      3         1611         1700         3311
  1927      4         1424         1534         2958
  1927      5         1025         1058         2083
  1927      6          765          850         1615
  1927      7          818          791         1609
  1927      8          397          392          789
  1927      9          317          353          670
  1927     10          292          267          559
  1927     11          351          318          669
  1927     12          559          491         1050
  1927     13          725          580         1305
  1927     14          903          765         1668
  1927     15         1056          898         1954
  1927     16         1263         1079         2342
  1927     17         1490         1337         2827
  1927     18         1618         1563         3181
  1927     19         1799         1743         3542
  1927     20         1817         1858         3675
  1927     21         1939         1922         3861
  1927     22         1909         1913         3822
  1927     23         1924         1923         3847
  1927     24         1894         1966         3860
  1927     25         1882         2010         3892
  1927     26         1802         1969         3771
  1927     27         1757         1864         3621
  1927     28         1729         1882         3611
  1927     29         1684         1949         3633
  1927     30         1800         1892         3692
  1927     31         1656         1726         3382
  1927     32         1625         1667         3292
  1927     33         1790         1694         3484
  1927     34         1659         1823         3482
  1927     35         1644         1795         3439
  1927     36         1602         1766         3368
  1927     37         1786         1928         3714
  1927     38         1754         1950         3704
  1927     39         1891         2181         4072
  1927     40         1841         2221         4062
  1927     41         1889         2342         4231
  1927     42         2000         2390         4390
  1927     43         1938         2537         4475
  1927     44         2030         2648         4678
  1927     45         2122         2787         4909
  1927     46         2105         2733         4838
  1927     47         2335         3005         5340
  1927     48         2411         3198         5609
  1927     49         2564         3476         6040
  1927     50         2799         3781         6580
  1927     51         2766         3855         6621
  1927     52         3052         4055         7107
  1927     53         3002         4173         7175
  1927     54         3264         4474         7738
  1927     55         3007         4099         7106
  1927     56         2852         4096         6948
  1927     57         3603         4835         8438
  1927     58         3549         4708         8257
  1927     59         3831         5102         8933
  1927     60         4288         5594         9882
  1927     61         4336         5604         9940
  1927     62         4710         5992        10702
  1927     63         5115         6226        11341
  1927     64         5364         6453        11817
  1927     65         5431         6642        12073
  1927     66         5583         6491        12074
  1927     67         6617         7418        14035
  1927     68         6441         7073        13514
  1927     69         6329         7014        13343
  1927     70         6993         7218        14211
  1927     71         6803         7098        13901
  1927     72         7400         7277        14677
  1927     73         7425         7527        14952
  1927     74         8166         7781        15947
  1927     75         8619         7806        16425
  1927     76         8344         7599        15943
  1927     77         9031         7537        16568
  1927     78         8550         6918        15468
  1927     79         7735         6136        13871
  1927     80         7454         5701        13155
  1927     81         7152         5586        12738
  1927     82         6988         5241        12229
  1927     83         6332         4573        10905
  1927     84         5589         3992         9581
  1927     85         4810         3345         8155
  1927     86         4040         2565         6605
  1927     87         3664         2252         5916
  1927     88         2713         1629         4342
  1927     89         2121         1132         3253
  1927     90         1666          925         2591
  1927     91         1228          625         1853
  1927     92         1040          436         1476
  1927     93          661          268          929
  1927     94          445          163          608
  1927     95          294          120          414
  1927     96          289           69          358
  1927     97          158           48          206
  1927     98           75           27          102
  1927     99           56           11           67
  1927    100           19           10           29
  1927    101           18            3           21
  1927    102           13            0           13
  1927    103            2            0            2
  1927    104            0            0            0
  1927    105            0            0            0
  1927    106            0            0            0
  1927    107            0            0            0
  1927    108            0            0            0
  1927    109            0            0            0
  1927    110            0            0            0
  1927    111            0            0            0
  1927    112            0            0            0
  1927    113            0            0            0
  1927    114            0            0            0
  1927    115            0            0            0
  1927    116            0            0            0
  1927    117            0            0            0
  1927    118            0            0            0
  1927    119            0            0            0
  1928      0        31495        41321        72816
  1928      1         6785         7532        14317
  1928      2         2412         2561         4973
  1928      3         1526         1630         3156
  1928      4         1206         1186         2392
  1928      5         1056         1066         2122
  1928      6          908          929         1837
  1928      7          836          892         1728
  1928      8          618          648         1266
  1928      9          361          401          762
  1928     10          328          333          661
  1928     11          298          316          614
  1928     12          342          304          646
  1928     13          682          542         1224
  1928     14          903          761         1664
  1928     15         1126          864         1990
  1928     16         1396         1120         2516
  1928     17         1382         1247         2629
  1928     18         1625         1488         3113
  1928     19         1644         1700         3344
  1928     20         1844         1969         3813
  1928     21         1867         1893         3760
  1928     22         1867         1836         3703
  1928     23         1812         1846         3658
  1928     24         1889         1874         3763
  1928     25         1857         1933         3790
  1928     26         1828         2059         3887
  1928     27         1837         1972         3809
  1928     28         1665         1914         3579
  1928     29         1670         1868         3538
  1928     30         1724         1872         3596
  1928     31         1638         1815         3453
  1928     32         1679         1732         3411
  1928     33         1639         1576         3215
  1928     34         1643         1798         3441
  1928     35         1653         1694         3347
  1928     36         1661         1760         3421
  1928     37         1588         1861         3449
  1928     38         1700         1968         3668
  1928     39         1744         2105         3849
  1928     40         1819         2225         4044
  1928     41         1808         2351         4159
  1928     42         1940         2400         4340
  1928     43         2009         2513         4522
  1928     44         1982         2685         4667
  1928     45         2074         2760         4834
  1928     46         2116         2821         4937
  1928     47         2209         2798         5007
  1928     48         2333         3035         5368
  1928     49         2391         3313         5704
  1928     50         2702         3581         6283
  1928     51         2812         3754         6566
  1928     52         2912         4185         7097
  1928     53         2990         4194         7184
  1928     54         3155         4360         7515
  1928     55         3433         4656         8089
  1928     56         3085         4317         7402
  1928     57         3294         4455         7749
  1928     58         3580         4962         8542
  1928     59         3857         5083         8940
  1928     60         3948         5389         9337
  1928     61         4422         5767        10189
  1928     62         4634         6050        10684
  1928     63         5004         6129        11133
  1928     64         5408         6488        11896
  1928     65         5685         6812        12497
  1928     66         5661         6883        12544
  1928     67         6187         7034        13221
  1928     68         6671         7256        13927
  1928     69         6895         7527        14422
  1928     70         6831         6992        13823
  1928     71         6987         7243        14230
  1928     72         7364         7382        14746
  1928     73         7322         7008        14330
  1928     74         7711         7385        15096
  1928     75         8116         7475        15591
  1928     76         8206         7407        15613
  1928     77         8360         7322        15682
  1928     78         8038         6557        14595
  1928     79         8155         6348        14503
  1928     80         7123         5408        12531
  1928     81         6694         5114        11808
  1928     82         6606         4750        11356
  1928     83         6158         4185        10343
  1928     84         5435         3706         9141
  1928     85         4648         3046         7694
  1928     86         4083         2686         6769
  1928     87         3298         2053         5351
  1928     88         2763         1585         4348
  1928     89         2229         1217         3446
  1928     90         1686          823         2509
  1928     91         1282          630         1912
  1928     92          961          467         1428
  1928     93          688          306          994
  1928     94          411          186          597
  1928     95          340          106          446
  1928     96          186           77          263
  1928     97          130           37          167
  1928     98           66           30           96
  1928     99           42           12           54
  1928    100           33            7           40
  1928    101           15            4           19
  1928    102            5            1            6
  1928    103            6            1            7
  1928    104            6            0            6
  1928    105            0            0            0
  1928    106            0            0            0
  1928    107            0            0            0
  1928    108            0            0            0
  1928    109            0            0            0
  1928    110            0            0            0
  1928    111            0            0            0
  1928    112            0            0            0
  1928    113            0            0            0
  1928    114            0            0            0
  1928    115            0            0            0
  1928    116            0            0            0
  1928    117            0            0            0
  1928    118            0            0            0
  1928    119            0            0            0
  1929      0        32046        42139        74185
  1929      1         6528         7523        14051
  1929      2         2518         2778         5296
  1929      3         1596         1711         3307
  1929      4         1249         1339         2588
  1929      5         1090         1088         2178
  1929      6          963          941         1904
  1929      7          775          832         1607
  1929      8          753          786         1539
  1929      9          633          578         1211
  1929     10          338          361          699
  1929     11          321          288          609
  1929     12          333          302          635
  1929     13          367          342          709
  1929     14          755          683         1438
  1929     15         1173          934         2107
  1929     16         1241         1142         2383
  1929     17         1373         1322         2695
  1929     18         1497         1500         2997
  1929     19         1770         1752         3522
  1929     20         1816         2099         3915
  1929     21         1852         1997         3849
  1929     22         1883         1943         3826
  1929     23         1852         1934         3786
  1929     24         1833         1934         3767
  1929     25         1860         1986         3846
  1929     26         1896         1977         3873
  1929     27         1821         2162         3983
  1929     28         1746         2129         3875
  1929     29         1769         2193         3962
  1929     30         1760         2046         3806
  1929     31         1686         2002         3688
  1929     32         1674         2047         3721
  1929     33         1704         1953         3657
  1929     34         1726         1862         3588
  1929     35         1758         1954         3712
  1929     36         1762         1904         3666
  1929     37         1815         2055         3870
  1929     38         1758         2126         3884
  1929     39         1911         2249         4160
  1929     40         1920         2314         4234
  1929     41         1960         2538         4498
  1929     42         2073         2603         4676
  1929     43         2135         2792         4927
  1929     44         2235         2968         5203
  1929     45         2311         3104         5415
  1929     46         2340         3071         5411
  1929     47         2532         3301         5833
  1929     48         2421         3189         5610
  1929     49         2691         3678         6369
  1929     50         2888         3900         6788
  1929     51         2977         4232         7209
  1929     52         2989         4402         7391
  1929     53         3383         4722         8105
  1929     54         3486         5018         8504
  1929     55         3436         4982         8418
  1929     56         3787         5413         9200
  1929     57         3460         4860         8320
  1929     58         3713         5106         8819
  1929     59         4419         5710        10129
  1929     60         4382         5728        10110
  1929     61         4703         6160        10863
  1929     62         5054         6543        11597
  1929     63         5403         6923        12326
  1929     64         5704         7122        12826
  1929     65         6334         7529        13863
  1929     66         6586         7665        14251
  1929     67         6786         7678        14464
  1929     68         7438         8019        15457
  1929     69         7938         8284        16222
  1929     70         7988         8448        16436
  1929     71         8034         8012        16046
  1929     72         8253         8172        16425
  1929     73         8545         8079        16624
  1929     74         8669         8028        16697
  1929     75         9006         8152        17158
  1929     76         9284         8201        17485
  1929     77         9482         8218        17700
  1929     78         9633         7955        17588
  1929     79         9385         7332        16717
  1929     80         8899         6703        15602
  1929     81         7734         5623        13357
  1929     82         7294         5163        12457
  1929     83         6882         4821        11703
  1929     84         6244         4290        10534
