  Year     Age       Female        Male        Total
  1899      0        64059        79768       143827
  1899      1        12119        12822        24941
  1899      2         6983         7014        13997
  1899      3         4329         4470         8799
  1899      4         3220         3111         6331
  1899      5         2284         2222         4506
  1899      6         1834         1773         3607
  1899      7         1475         1460         2935
  1899      8         1353         1296         2649
  1899      9         1175         1180         2355
  1899     10         1175         1051         2226
  1899     11         1162         1050         2212
  1899     12         1100         1011         2111
  1899     13         1251          987         2238
  1899     14         1373         1137         2510
  1899     15         1535         1230         2765
  1899     16         1693         1493         3186
  1899     17         1871         1795         3666
  1899     18         1986         1982         3968
  1899     19         1959         2043         4002
  1899     20         2187         2364         4551
  1899     21         2193         2724         4917
  1899     22         2377         2936         5313
  1899     23         2370         2601         4971
  1899     24         2291         2568         4859
  1899     25         2390         2291         4681
  1899     26         2393         2460         4853
  1899     27         2135         2191         4326
  1899     28         2201         2183         4384
  1899     29         2151         2139         4290
  1899     30         2250         2314         4564
  1899     31         2116         2277         4393
  1899     32         2383         2552         4935
  1899     33         2277         2506         4783
  1899     34         2261         2536         4797
  1899     35         2385         2605         4990
  1899     36         2392         2844         5236
  1899     37         2322         2710         5032
  1899     38         2437         2841         5278
  1899     39         2297         2711         5008
  1899     40         2406         3121         5527
  1899     41         2054         2710         4764
  1899     42         2309         2995         5304
  1899     43         2296         2860         5156
  1899     44         2207         2899         5106
  1899     45         2403         3153         5556
  1899     46         2416         3232         5648
  1899     47         2493         3263         5756
  1899     48         2761         3602         6363
  1899     49         2673         3397         6070
  1899     50         2974         3732         6706
  1899     51         2786         3401         6187
  1899     52         2997         3885         6882
  1899     53         3130         3847         6977
  1899     54         3161         4217         7378
  1899     55         3416         4323         7739
  1899     56         3679         4512         8191
  1899     57         3769         4722         8491
  1899     58         4126         5067         9193
  1899     59         3944         4921         8865
  1899     60         4673         5542        10215
  1899     61         4274         5050         9324
  1899     62         4959         5575        10534
  1899     63         5345         5904        11249
  1899     64         5547         6042        11589
  1899     65         5905         6257        12162
  1899     66         5955         6232        12187
  1899     67         6125         6402        12527
  1899     68         6793         7083        13876
  1899     69         6865         7173        14038
  1899     70         7656         7508        15164
  1899     71         6991         7298        14289
  1899     72         8007         8059        16066
  1899     73         7708         7756        15464
  1899     74         7757         7781        15538
  1899     75         8160         7851        16011
  1899     76         7821         7158        14979
  1899     77         7339         6979        14318
  1899     78         7607         7067        14674
  1899     79         7055         6534        13589
  1899     80         7153         6254        13407
  1899     81         5454         4744        10198
  1899     82         5835         4900        10735
  1899     83         5232         4374         9606
  1899     84         4860         3849         8709
  1899     85         3853         2995         6848
  1899     86         3243         2462         5705
  1899     87         2770         2045         4815
  1899     88         2180         1441         3621
  1899     89         1512         1029         2541
  1899     90         1274          828         2102
  1899     91         1015          567         1582
  1899     92          699          398         1097
  1899     93          547          262          809
  1899     94          270          176          446
  1899     95          219           97          316
  1899     96          143           57          200
  1899     97           95           37          132
  1899     98           55           21           76
  1899     99           34           13           47
  1899    100           19            7           90
  1899    101           20           10            0
  1899    102           15            5            0
  1899    103           10            0            0
  1899    104            4            0            0
  1899    105            0            0            0
  1899    106            0            0            0
  1899    107            0            0            0
  1899    108            0            0            0
  1899    109            0            0            0
  1899    110            0            0            0
  1899    111            0            0            0
  1899    112            0            0            0
  1899    113            0            0            0
  1899    114            0            0            0
  1899    115            0            0            0
  1899    116            0            0            0
  1899    117            0            0            0
  1899    118            0            0            0
  1899    119            0            0            0
  1900      0        61622        76839       138461
  1900      1        11291        11944        23235
  1900      2         6090         6513        12603
  1900      3         3953         4066         8019
  1900      4         3063         2973         6036
  1900      5         2149         2108         4257
  1900      6         1836         1789         3625
  1900      7         1534         1536         3070
  1900      8         1358         1294         2652
  1900      9         1225         1111         2336
  1900     10         1114         1033         2147
  1900     11         1055          971         2026
  1900     12         1254         1061         2315
  1900     13         1283         1001         2284
  1900     14         1330         1061         2391
  1900     15         1602         1277         2879
  1900     16         1718         1589         3307
  1900     17         1792         1815         3607
  1900     18         2020         2065         4085
  1900     19         1939         2146         4085
  1900     20         2116         2348         4464
  1900     21         2269         2783         5052
  1900     22         2329         2993         5322
  1900     23         2412         2676         5088
  1900     24         2442         2558         5000
  1900     25         2496         2440         4936
  1900     26         2485         2497         4982
  1900     27         2485         2500         4985
  1900     28         2225         2329         4554
  1900     29         2255         2169         4424
  1900     30         2356         2488         4844
  1900     31         2235         2350         4585
  1900     32         2347         2617         4964
  1900     33         2399         2620         5019
  1900     34         2340         2756         5096
  1900     35         2468         2900         5368
  1900     36         2475         2939         5414
  1900     37         2455         3071         5526
  1900     38         2422         3009         5431
  1900     39         2480         3112         5592
  1900     40         2516         3356         5872
  1900     41         2268         3207         5475
  1900     42         2550         3280         5830
  1900     43         2405         3206         5611
  1900     44         2333         3111         5444
  1900     45         2513         3492         6005
  1900     46         2562         3469         6031
  1900     47         2767         3722         6489
  1900     48         2984         3888         6872
  1900     49         2933         3902         6835
  1900     50         3145         4161         7306
  1900     51         3017         3862         6879
  1900     52         3378         4160         7538
  1900     53         3284         3934         7218
  1900     54         3463         4390         7853
  1900     55         3798         4824         8622
  1900     56         4015         4939         8954
  1900     57         4057         5096         9153
  1900     58         4447         5672        10119
  1900     59         4420         5504         9924
  1900     60         5227         6202        11429
  1900     61         4694         5560        10254
  1900     62         5399         6116        11515
  1900     63         5627         6499        12126
  1900     64         6141         6592        12733
  1900     65         6586         6997        13583
  1900     66         6674         6928        13602
  1900     67         6642         7231        13873
  1900     68         7488         7281        14769
  1900     69         7326         7676        15002
  1900     70         8759         8732        17491
  1900     71         7272         7742        15014
  1900     72         8432         8677        17109
  1900     73         8224         8223        16447
  1900     74         8405         8307        16712
  1900     75         8589         8502        17091
  1900     76         8621         7924        16545
  1900     77         7985         7540        15525
  1900     78         8055         7488        15543
  1900     79         7490         7005        14495
  1900     80         8088         6999        15087
  1900     81         6253         5531        11784
  1900     82         5997         5079        11076
  1900     83         5502         4565        10067
  1900     84         5275         4233         9508
  1900     85         4030         3188         7218
  1900     86         3399         2626         6025
  1900     87         2904         2181         5085
  1900     88         2284         1538         3822
  1900     89         1584         1098         2682
  1900     90         1336          881         2217
  1900     91         1064          604         1668
  1900     92          733          424         1157
  1900     93          573          278          851
  1900     94          283          189          472
  1900     95          230          104          334
  1900     96          148           61          209
  1900     97          100           40          140
  1900     98           58           23           81
  1900     99           36           15           51
  1900    100           39           28          270
  1900    101           55           50            0
  1900    102           35           35            0
  1900    103           15            4            0
  1900    104            9            0            0
  1900    105            0            0            0
  1900    106            0            0            0
  1900    107            0            0            0
  1900    108            0            0            0
  1900    109            0            0            0
  1900    110            0            0            0
  1900    111            0            0            0
  1900    112            0            0            0
  1900    113            0            0            0
  1900    114            0            0            0
  1900    115            0            0            0
  1900    116            0            0            0
  1900    117            0            0            0
  1900    118            0            0            0
  1900    119            0            0            0
  1901      0        56421        70861       127282
  1901      1        10293        10953        21246
  1901      2         5853         6179        12032
  1901      3         3748         3797         7545
  1901      4         2936         2886         5822
  1901      5         2172         2120         4292
  1901      6         1761         1659         3420
  1901      7         1493         1463         2956
  1901      8         1255         1277         2532
  1901      9         1154         1160         2314
  1901     10         1063         1022         2085
  1901     11         1038          933         1971
  1901     12         1076          972         2048
  1901     13         1190         1014         2204
  1901     14         1271         1031         2302
  1901     15         1480         1227         2707
  1901     16         1671         1386         3057
  1901     17         1741         1619         3360
  1901     18         1780         1860         3640
  1901     19         1836         1970         3806
  1901     20         2116         2174         4290
  1901     21         2091         2590         4681
  1901     22         2284         2789         5073
  1901     23         2249         2633         4882
  1901     24         2344         2372         4716
  1901     25         2417         2363         4780
  1901     26         2354         2419         4773
  1901     27         2374         2238         4612
  1901     28         2377         2326         4703
  1901     29         2062         2053         4115
  1901     30         2160         2239         4399
  1901     31         2053         2251         4304
  1901     32         2135         2408         4543
  1901     33         2068         2369         4437
  1901     34         2214         2442         4656
  1901     35         2235         2629         4864
  1901     36         2278         2751         5029
  1901     37         2354         2875         5229
  1901     38         2413         2902         5315
  1901     39         2244         2868         5112
  1901     40         2539         3110         5649
  1901     41         2256         2979         5235
  1901     42         2549         3048         5597
  1901     43         2201         2988         5189
  1901     44         2201         2968         5169
  1901     45         2354         3229         5583
  1901     46         2370         3203         5573
  1901     47         2436         3346         5782
  1901     48         2655         3460         6115
  1901     49         2570         3659         6229
  1901     50         2990         4112         7102
  1901     51         2832         3739         6571
  1901     52         3215         4028         7243
  1901     53         3122         3943         7065
  1901     54         3063         3942         7005
  1901     55         3431         4348         7779
  1901     56         3661         4679         8340
  1901     57         3716         4729         8445
  1901     58         3955         5129         9084
  1901     59         3846         5082         8928
  1901     60         4955         5697        10652
  1901     61         4585         5385         9970
  1901     62         4910         5797        10707
  1901     63         5080         5777        10857
  1901     64         5272         6010        11282
  1901     65         5935         6590        12525
  1901     66         6208         6638        12846
  1901     67         6120         6559        12679
  1901     68         6417         6681        13098
  1901     69         6315         6604        12919
  1901     70         7671         7744        15415
  1901     71         7115         7359        14474
  1901     72         7692         7621        15313
  1901     73         7493         7602        15095
  1901     74         7632         7699        15331
  1901     75         7822         7590        15412
  1901     76         7543         7100        14643
  1901     77         7255         7008        14263
  1901     78         7580         6836        14416
  1901     79         6462         6100        12562
  1901     80         6974         6303        13277
  1901     81         5918         5158        11076
  1901     82         5801         4935        10736
  1901     83         4628         3884         8512
  1901     84         4404         3646         8050
  1901     85         3741         2913         6654
  1901     86         3151         2390         5541
  1901     87         2691         1983         4674
  1901     88         2118         1398         3516
  1901     89         1468          999         2467
  1901     90         1237          802         2039
  1901     91          986          549         1535
  1901     92          679          387         1066
  1901     93          530          254          784
  1901     94          262          171          433
  1901     95          213           94          307
  1901     96          138           55          193
  1901     97           93           36          129
  1901     98           54           20           74
  1901     99           34           13           47
  1901    100           21            7           87
  1901    101           20           10            0
  1901    102           15            8            0
  1901    103            6            0            0
  1901    104            0            0            0
  1901    105            0            0            0
  1901    106            0            0            0
  1901    107            0            0            0
  1901    108            0            0            0
  1901    109            0            0            0
  1901    110            0            0            0
  1901    111            0            0            0
  1901    112            0            0            0
  1901    113            0            0            0
  1901    114            0            0            0
  1901    115            0            0            0
  1901    116            0            0            0
  1901    117            0            0            0
  1901    118            0            0            0
  1901    119            0            0            0
  1902      0        56252        66530       122782
  1902      1        10616        11380        21996
  1902      2         5734         6006        11740
  1902      3         3654         3679         7333
  1902      4         2710         2745         5455
  1902      5         2020         2003         4023
  1902      6         1651         1577         3228
  1902      7         1420         1339         2759
  1902      8         1229         1187         2416
  1902      9         1008         1003         2011
  1902     10          984          898         1882
  1902     11         1020          873         1893
  1902     12         1034          869         1903
  1902     13         1126          903         2029
  1902     14         1341          977         2318
  1902     15         1391         1138         2529
  1902     16         1591         1375         2966
  1902     17         1694         1610         3304
  1902     18         1809         1829         3638
  1902     19         1880         1996         3876
  1902     20         2025         2151         4176
  1902     21         2016         2595         4611
  1902     22         2201         2591         4792
  1902     23         2278         2464         4742
  1902     24         2232         2312         4544
  1902     25         2248         2243         4491
  1902     26         2370         2376         4746
  1902     27         2253         2319         4572
  1902     28         2324         2347         4671
  1902     29         2277         2226         4503
  1902     30         2162         2168         4330
  1902     31         2063         2126         4189
  1902     32         2182         2472         4654
  1902     33         2072         2214         4286
  1902     34         2104         2376         4480
  1902     35         2237         2574         4811
  1902     36         2219         2638         4857
  1902     37         2212         2621         4833
  1902     38         2311         2691         5002
  1902     39         2287         2854         5141
  1902     40         2217         2983         5200
  1902     41         2244         2898         5142
  1902     42         2525         3260         5785
  1902     43         2307         3001         5308
  1902     44         2297         3024         5321
  1902     45         2317         3117         5434
  1902     46         2339         3249         5588
  1902     47         2362         3209         5571
  1902     48         2504         3314         5818
  1902     49         2511         3359         5870
  1902     50         2768         3731         6499
  1902     51         2822         3784         6606
  1902     52         3187         3931         7118
  1902     53         3012         3951         6963
  1902     54         3128         3835         6963
  1902     55         3068         4035         7103
  1902     56         3510         4324         7834
  1902     57         3505         4707         8212
  1902     58         4025         4781         8806
  1902     59         3964         5088         9052
  1902     60         4515         5541        10056
  1902     61         4357         5325         9682
  1902     62         5097         5874        10971
  1902     63         4839         5787        10626
  1902     64         5026         5653        10679
  1902     65         5665         6226        11891
  1902     66         5816         6664        12480
  1902     67         6063         6616        12679
  1902     68         6453         6557        13010
  1902     69         6281         6480        12761
  1902     70         7083         7093        14176
  1902     71         6899         7133        14032
  1902     72         8000         7929        15929
  1902     73         7387         7243        14630
  1902     74         7365         7546        14911
  1902     75         7574         7431        15005
  1902     76         7358         6985        14343
  1902     77         6957         6783        13740
  1902     78         7290         6818        14108
  1902     79         6404         6081        12485
  1902     80         6495         5823        12318
  1902     81         5586         5002        10588
  1902     82         5892         4981        10873
  1902     83         4717         4108         8825
  1902     84         4116         3264         7380
  1902     85         3665         2857         6522
  1902     86         3087         2354         5441
  1902     87         2638         1955         4593
  1902     88         2075         1378         3453
  1902     89         1438          985         2423
  1902     90         1213          790         2003
  1902     91          967          542         1509
  1902     92          666          380         1046
  1902     93          520          250          770
  1902     94          257          169          426
  1902     95          208           93          301
  1902     96          135           55          190
  1902     97           90           36          126
  1902     98           53           20           73
  1902     99           32           13           45
  1902    100           19            7           87
  1902    101           20           10            0
  1902    102           15            5            0
  1902    103            9            0            0
  1902    104            2            0            0
  1902    105            0            0            0
  1902    106            0            0            0
  1902    107            0            0            0
  1902    108            0            0            0
  1902    109            0            0            0
  1902    110            0            0            0
  1902    111            0            0            0
  1902    112            0            0            0
  1902    113            0            0            0
  1902    114            0            0            0
  1902    115            0            0            0
  1902    116            0            0            0
  1902    117            0            0            0
  1902    118            0            0            0
  1902    119            0            0            0
  1903      0        52573        66107       118681
  1903      1        10251        11129        21380
  1903      2         5673         5902        11575
  1903      3         3382         3528         6910
  1903      4         2500         2429         4929
  1903      5         1932         1834         3766
  1903      6         1664         1495         3159
  1903      7         1353         1332         2685
  1903      8         1251         1022         2273
  1903      9         1089          992         2081
  1903     10          977          853         1830
  1903     11          945          829         1774
  1903     12         1023          883         1906
  1903     13         1108          864         1972
  1903     14         1294          917         2211
  1903     15         1425         1152         2577
  1903     16         1525         1325         2850
  1903     17         1700         1534         3234
  1903     18         1795         1895         3690
  1903     19         1783         1881         3664
  1903     20         2036         2169         4205
  1903     21         2053         2444         4497
  1903     22         2076         2595         4671
  1903     23         2165         2433         4598
  1903     24         2127         2257         4384
  1903     25         2291         2297         4588
  1903     26         2310         2167         4477
  1903     27         2330         2364         4694
  1903     28         2242         2243         4485
  1903     29         2129         2210         4339
  1903     30         2295         2335         4630
  1903     31         2028         2071         4099
  1903     32         2110         2234         4344
  1903     33         2096         2245         4341
  1903     34         2063         2166         4229
  1903     35         2144         2426         4570
  1903     36         2169         2447         4616
  1903     37         2229         2638         4867
  1903     38         2259         2663         4922
  1903     39         2254         2633         4887
  1903     40         2343         2868         5211
  1903     41         2097         2734         4831
  1903     42         2479         3069         5548
  1903     43         2222         2967         5189
  1903     44         2276         3020         5296
  1903     45         2221         3077         5298
  1903     46         2193         3031         5224
  1903     47         2373         3072         5445
  1903     48         2330         3150         5480
  1903     49         2442         3126         5568
  1903     50         2634         3469         6103
  1903     51         2712         3510         6222
  1903     52         3078         3998         7076
  1903     53         3056         3776         6832
  1903     54         3087         3804         6891
  1903     55         3175         3780         6955
  1903     56         3373         4081         7454
  1903     57         3574         4335         7909
  1903     58         3890         4565         8455
  1903     59         3792         4796         8588
  1903     60         4402         5368         9770
  1903     61         4320         5090         9410
  1903     62         4975         5817        10792
  1903     63         5079         5906        10985
  1903     64         5022         5827        10849
  1903     65         5473         5987        11460
  1903     66         5739         6224        11963
  1903     67         6141         6721        12862
  1903     68         6646         6956        13602
  1903     69         6352         6530        12882
  1903     70         7065         7059        14124
  1903     71         6563         6737        13300
  1903     72         7858         7696        15554
  1903     73         7693         7718        15411
  1903     74         7317         7352        14669
  1903     75         7818         7462        15280
  1903     76         7287         7044        14331
  1903     77         7206         6828        14034
  1903     78         7258         6589        13847
  1903     79         6747         6281        13028
  1903     80         6941         6064        13005
  1903     81         5550         4940        10490
  1903     82         5701         4924        10625
  1903     83         5142         4272         9414
  1903     84         4503         3637         8140
  1903     85         3744         2841         6585
  1903     86         3266         2367         5633
  1903     87         2715         1964         4679
  1903     88         2183         1450         3633
  1903     89         1785         1275         3060
  1903     90         1139          694         1833
  1903     91          828          506         1334
  1903     92          685          379         1064
  1903     93          505          288          793
  1903     94          252          210          462
  1903     95          205          112          317
  1903     96          162           74          236
  1903     97           90           40          130
  1903     98           67           34          101
  1903     99           39           11           50
  1903    100           31           10           41
  1903    101            5            1            6
  1903    102            4            0            4
  1903    103            2            1            3
  1903    104            3            1            4
  1903    105            0            0            0
  1903    106            0            0            0
  1903    107            0            0            0
  1903    108            0            0            0
  1903    109            0            0            0
  1903    110            0            0            0
  1903    111            0            0            0
  1903    112            0            0            0
  1903    113            0            0            0
  1903    114            0            0            0
  1903    115            0            0            0
  1903    116            0            0            0
  1903    117            0            0            0
  1903    118            0            0            0
  1903    119            0            0            0
  1904      0        54946        68363       123309
  1904      1        10514        11344        21858
  1904      2         5494         5616        11110
  1904      3         3283         3340         6623
  1904      4         2360         2282         4642
  1904      5         1770         1674         3444
  1904      6         1433         1354         2787
  1904      7         1228         1237         2465
  1904      8         1169         1045         2214
  1904      9          981          946         1927
  1904     10          882          929         1811
  1904     11          954          786         1740
  1904     12         1009          816         1825
  1904     13         1093          864         1957
  1904     14         1253          894         2147
  1904     15         1385         1116         2501
  1904     16         1621         1345         2966
  1904     17         1714         1651         3365
  1904     18         1844         1804         3648
  1904     19         1920         1942         3862
  1904     20         2091         2120         4211
  1904     21         2080         2310         4390
  1904     22         2185         2493         4678
  1904     23         2229         2411         4640
  1904     24         2202         2302         4504
  1904     25         2193         2232         4425
  1904     26         2312         2304         4616
  1904     27         2212         2183         4395
  1904     28         2294         2293         4587
  1904     29         2179         2134         4313
  1904     30         2208         2314         4522
  1904     31         2080         2188         4268
  1904     32         2102         2131         4233
  1904     33         2000         2202         4202
  1904     34         2101         2206         4307
  1904     35         2011         2406         4417
  1904     36         2079         2457         4536
  1904     37         2192         2566         4758
  1904     38         2308         2675         4983
  1904     39         2110         2586         4696
  1904     40         2413         2908         5321
  1904     41         2156         2727         4883
  1904     42         2262         2953         5215
  1904     43         2261         2959         5220
  1904     44         2254         3039         5293
  1904     45         2348         3135         5483
  1904     46         2251         3084         5335
  1904     47         2306         3073         5379
  1904     48         2378         3272         5650
  1904     49         2290         3112         5402
  1904     50         2467         3499         5966
  1904     51         2550         3252         5802
  1904     52         3092         3869         6961
  1904     53         3124         4167         7291
  1904     54         3199         3981         7180
  1904     55         3290         3990         7280
  1904     56         3370         4022         7392
  1904     57         3405         4123         7528
  1904     58         3986         4587         8573
  1904     59         3844         4797         8641
  1904     60         4546         5404         9950
  1904     61         4231         5248         9479
  1904     62         4954         5720        10674
  1904     63         5128         5948        11076
  1904     64         5256         6059        11315
  1904     65         5373         6162        11535
  1904     66         5772         6054        11826
  1904     67         5917         6495        12412
  1904     68         6719         7082        13801
  1904     69         6625         6983        13608
  1904     70         7208         7348        14556
  1904     71         6729         6694        13423
  1904     72         7426         7485        14911
  1904     73         7763         7551        15314
  1904     74         7976         7827        15803
  1904     75         7669         7605        15274
  1904     76         7552         7231        14783
  1904     77         7216         6993        14209
  1904     78         7514         6927        14441
  1904     79         6750         6205        12955
  1904     80         7123         6156        13279
  1904     81         5686         4928        10614
  1904     82         5765         4807        10572
  1904     83         5231         4224         9455
  1904     84         4971         3748         8719
  1904     85         4125         3006         7131
  1904     86         3167         2222         5389
  1904     87         2772         1977         4749
  1904     88         2294         1593         3887
  1904     89         1762         1098         2860
  1904     90         1353          881         2234
  1904     91          852          512         1364
  1904     92          686          372         1058
  1904     93          474          275          749
  1904     94          365          184          549
  1904     95          240           99          339
  1904     96          159           60          219
  1904     97           94           36          130
  1904     98           61           30           91
  1904     99           36           17           53
  1904    100           14            7           21
  1904    101            9            1           10
  1904    102            4            2            6
  1904    103            4            1            5
  1904    104            3            0            3
  1904    105            0            0            0
  1904    106            0            0            0
  1904    107            0            0            0
  1904    108            0            0            0
  1904    109            0            0            0
  1904    110            0            0            0
  1904    111            0            0            0
  1904    112            0            0            0
  1904    113            0            0            0
  1904    114            0            0            0
  1904    115            0            0            0
  1904    116            0            0            0
  1904    117            0            0            0
  1904    118            0            0            0
  1904    119            0            0            0
  1905      0        50720        64126       114846
  1905      1         9340        10310        19650
  1905      2         5028         5454        10482
  1905      3         3294         3381         6675
  1905      4         2381         2430         4811
  1905      5         1788         1741         3529
  1905      6         1448         1345         2793
  1905      7         1259         1233         2492
  1905      8         1132         1041         2173
  1905      9         1027          960         1987
  1905     10          958          846         1804
  1905     11          931          881         1812
  1905     12         1041          824         1865
  1905     13         1111          827         1938
  1905     14         1175          907         2082
  1905     15         1414         1116         2530
  1905     16         1522         1314         2836
  1905     17         1697         1602         3299
  1905     18         1702         1785         3487
  1905     19         1956         1877         3833
  1905     20         1997         2122         4119
  1905     21         1992         2250         4242
  1905     22         2190         2482         4672
  1905     23         2229         2347         4576
  1905     24         2189         2209         4398
  1905     25         2177         2267         4444
  1905     26         2162         2226         4388
  1905     27         2358         2336         4694
  1905     28         2211         2278         4489
  1905     29         2150         2357         4507
  1905     30         2237         2416         4653
  1905     31         2235         2255         4490
  1905     32         2313         2510         4823
  1905     33         2009         2161         4170
  1905     34         2053         2364         4417
  1905     35         2177         2455         4632
  1905     36         2212         2454         4666
  1905     37         2145         2575         4720
  1905     38         2133         2876         5009
  1905     39         2224         2842         5066
  1905     40         2373         3016         5389
  1905     41         2276         2910         5186
  1905     42         2561         3201         5762
  1905     43         2399         3121         5520
  1905     44         2496         3235         5731
  1905     45         2515         3548         6063
  1905     46         2450         3517         5967
  1905     47         2481         3380         5861
  1905     48         2523         3409         5932
  1905     49         2566         3457         6023
  1905     50         2746         3716         6462
  1905     51         2576         3714         6290
  1905     52         3111         4102         7213
  1905     53         2999         4186         7185
  1905     54         3333         4395         7728
  1905     55         3431         4483         7914
  1905     56         3617         4533         8150
  1905     57         3623         4541         8164
  1905     58         3894         4765         8659
  1905     59         3974         5019         8993
  1905     60         4767         5594        10361
  1905     61         4537         5624        10161
  1905     62         5133         6051        11184
  1905     63         5309         6299        11608
  1905     64         5631         6408        12039
  1905     65         6026         6732        12758
  1905     66         5939         6594        12533
  1905     67         6150         6649        12799
  1905     68         6512         7095        13607
  1905     69         6885         7387        14272
  1905     70         7620         7853        15473
  1905     71         7025         7117        14142
  1905     72         7733         7459        15192
  1905     73         7443         7338        14781
  1905     74         7996         7683        15679
  1905     75         8408         7947        16355
  1905     76         7547         7086        14633
  1905     77         7590         7195        14785
  1905     78         7588         6957        14545
  1905     79         6814         6406        13220
  1905     80         7140         6092        13232
  1905     81         6042         5233        11275
  1905     82         5845         4883        10728
  1905     83         4958         4213         9171
  1905     84         4664         3850         8514
  1905     85         4121         3305         7426
  1905     86         3364         2422         5786
  1905     87         2622         1814         4436
  1905     88         2226         1517         3743
  1905     89         1825         1240         3065
  1905     90         1399          917         2316
  1905     91         1005          582         1587
  1905     92          746          436         1182
  1905     93          505          282          787
  1905     94          526          179          705
  1905     95          262          150          412
  1905     96          177           77          254
  1905     97          119           39          158
  1905     98           50           30           80
  1905     99           47           26           73
  1905    100           15           10           25
  1905    101            3            3            6
  1905    102            2            1            3
  1905    103            1            1            2
  1905    104            0            0            0
  1905    105            1            2            3
  1905    106            0            0            0
  1905    107            0            0            0
  1905    108            0            0            0
  1905    109            0            0            0
  1905    110            0            0            0
  1905    111            0            0            0
  1905    112            0            0            0
  1905    113            0            0            0
  1905    114            0            0            0
  1905    115            0            0            0
  1905    116            0            0            0
  1905    117            0            0            0
  1905    118            0            0            0
  1905    119            0            0            0
  1906      0        53734        67147       120881
  1906      1        10262        11195        21457
  1906      2         5232         5585        10817
  1906      3         3262         3457         6719
  1906      4         2505         2374         4879
  1906      5         1782         1801         3583
  1906      6         1517         1425         2942
  1906      7         1250         1197         2447
  1906      8         1134          975         2109
